S(mg/kg)
13.62
1.13
0.63
1.01
1.11
16.9
10.68
12.75
13.44
13.79
1.66
0.99
0.98
0.55
11.23
11.05
8.84
12.66
8.36
2.63
3.02
3.09
2.69
8.49
11.82
9.67
14.58
10.34
4.3
3.7
3.86
1.63
3.89
5.11
8.79
5.39
2.81
3.12
1.03
0.5
1.17
4.26
4.19
4.19
6.08
5.69
1.41
0.94
1.48
2.25
18.52
10.12
12.99
14.78
11.72
1.91
0.73
0.75
1.05
4.68
11.27
8.06
5.07
7.6
4.97
1.23
1.57
3.29
15.32
9.31
11.37
11.95
9.36
1.39
0.72
0.29
0.7
12.39
7.7
7.98
9.42
5.84
0.75
0.71
0.55
0.65
14.47
13.47
9.85
13.31
11.28
2.03
0.74
1.27
0.45
11.28
8.58
7.46
8.28
15.56
2.38
0.93
1
1
17.01
11.64
13.77
14.22
11.97
2.55
0.85
0.74
1.2
9.74
10.92
11.11
13.16
9.99
4.6
4.45
3.96
2.39
10.02
12.7
17.75
12.79
11.1
4.08
4.31
4.51
2.69
12.2
13.4
12.5
8.9
9.4
3.21
3.46
2.45
2.1
6.68
8.69
8.06
8.21
7.62
4.41
2.66
1.98
2.79
34
35.8
32.16
30.16
25.4
7.502
4.121
3.73
2.181
32.44
27
26.64
19.44
19.72
2.3
1.03
0.8
0.82
28.48
36.64
30.2
39.72
23.36
6.25
4.69
1.71
2.3
36.12
21.16
28.16
32.56
33.64
8.58
1.66
1.83
3.81
29.08
26.76
28.52
43.08
26.56
5.8
2.87
2.36
2.62
27.84
34.92
22.72
32.04
20.76
5.55
1.22
0.94
1.02
20.32
17.72
17.56
26.12
15.32
1.64
1.03
1.13
0.77
12.8
18.52
17.48
20.8
12.12
0.8
0.85
0.95
0.44
6.32
7.96
8.52
12.16
8.92
1
0.81
0.79
1.01
11.71
9.99
9.51
12.44
7.73
1.67
1.5
0.64
0.88
17.791
13.554
19.063
17.201
12.095
3
1.31
1.26
1.42
10.26
12.72
11.72
6.44
10.08
1.06
0.69
0.67
0.7
9.13
17.02
14.37
18.51
16.66
4.52
3.56
6.66
3.84
15.16
13.71
12.77
16.37
7.29
7.01
7.61
3.69
5.38
13.87
14.631
16.004
15.216
15.68
7.457
2.887
3.376
3.54
14.803
14.109
11.582
13.127
9.568
1.271
1.763
1.027
1.198
14.63
13.49
12.7
16.98
9.36
5.6
6.76
2.97
3.06
12.42
10.68
10.06
9.47
8.77
4.31
3.52
3.36
2.58
7.8
7.7
6.71
7.31
3.39
4.56
4.53
4.89
2.99
13.22
8.11
7.77
7.22
10.39
3.52
3.1
3.81
2.6
6.93
10.85
8.35
7.23
6.03
3
1.31
1.26
1.42
